"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"usb c anker charger",8,129,386,7,1.55,1.27,1.83,303,3000,1,0,0,0,0,0,0,0,0,"-","-",204
"cable apple watch","-",10,101,-45,,,,200,10000,1,0,0,0,0,0,0,0,0,"-","-",204
"belkin iphone cable","-",219,120,-33,1.47,1.15,1.79,235,549,1,0,0,0,0,0,0,0,0,"-","-",204
"charge stand for apple watch","-","-",0,"-",,,,168,50000,1,0,0,0,0,0,0,0,0,"-","-",204
"tool battery charging station","-",158,316,10,1.42,1.28,1.76,168,2000,1,0,0,0,0,0,0,0,0,"-","-",204
"apple battery bank","-",23,232,20,1.38,0.95,1.62,100,10000,1,0,0,0,0,0,0,0,0,"-","-",204
"apple macbook chargers","-",27,245,-32,1.7,1.43,2.39,166,9000,1,0,0,0,0,0,0,0,0,"-","-",204
"fast charger apple watch","-",51,257,-7,1.05,0.81,1.3,338,5000,1,0,0,0,0,0,0,0,0,"-","-",204
"charger pouch for travel","-",54,324,18,,,,321,6000,1,0,0,0,0,0,0,0,0,"-","-",204
"anker charger wall chargers",89,2390,2390,6,1.65,1.22,2.46,287,1000,1,0,0,0,0,0,0,0,0,"-","-",204
"apple iphone 15 pro accessories","-",1,118,-23,1.26,1.06,1.77,237,100000,1,0,0,0,0,0,0,0,0,"-","-",204
"apple watch series 9 charger stand","-",235,235,-14,0.98,0.79,1.22,256,1000,1,0,0,0,0,0,0,0,0,"-","-",204
"anker power bank 622","-",677,268,-3,1.21,0.97,1.42,168,396,1,0,0,0,0,0,0,0,0,"-","-",204
"best iphone magnetic charger",1,43,430,-7,1.35,0.93,1.6,261,10000,1,0,0,0,0,0,0,0,0,"-","-",204
"apple airpods strap","-","-",0,"-",,,,106,802,1,0,0,0,0,0,0,0,0,"-","-",205
"wireless charging power bank",17,80,798,27,1.43,0.97,1.67,312,10000,1,0,0,0,0,0,0,0,0,"-","-",205
"apple watch iphone stand","-",1,68,71,,,,163,60000,1,1,0,0,0,0,0,0,0,"-",51,205
"belkin battery pack",5,1264,445,9,1.34,0.92,1.38,223,352,1,0,0,0,0,0,0,0,0,"-","-",205
"portable apple phone charger","-",29,292,-4,1.14,0.99,1.65,399,10000,1,0,0,0,0,0,0,0,0,"-","-",205
"iphone charger travel portable","-",17,117,-38,1.03,0.77,1.34,230,7000,1,0,0,0,0,0,0,0,0,"-","-",205
"folding iphone stand","-","-",0,"-",,,,190,9000,1,0,0,0,0,0,0,0,0,"-","-",205
"ultra thin portable charger","-",65,50,-29,1.46,1.11,1.62,138,772,1,0,0,0,0,0,0,0,0,"-","-",205
"airpods charging cable","-",34,339,1,,,,294,10000,1,0,0,0,0,0,0,0,0,"-","-",205
"backpack with phone charger","-",23,206,-19,0.54,0.47,0.62,244,9000,1,0,0,0,0,0,0,0,0,"-","-",205
"fast charging portable charger",32,47,939,27,1.31,0.94,1.86,357,20000,1,0,0,0,0,0,0,0,0,"-","-",205
"cable anker",3,64,384,18,,,,240,6000,1,0,0,0,0,0,0,0,0,"-","-",205
"usb c dock anker","-",211,211,-5,1.2,0.94,1.49,141,1000,1,0,0,0,0,0,0,0,0,"-","-",205
"triple charging cable","-",108,216,-15,,,,256,2000,1,1,0,0,0,0,0,0,0,"-",6,205
"anker multiport","-",130,110,-14,,,,121,849,1,0,0,0,0,0,0,0,0,"-","-",205
"wireless battery bank","-",22,217,-21,1.57,1.16,2.27,425,10000,1,0,0,0,0,0,0,0,0,"-","-",205
"magnetic chargers for iphone",7,37,368,-4,,,,166,10000,1,0,0,0,0,0,0,0,0,"-","-",205
"magnet chargers",8,15,452,5,1.26,0.89,1.51,248,30000,1,0,0,0,0,0,0,0,0,"-","-",205
"power bank for iphone 14 pro","-",38,75,-15,1.53,1.13,1.68,73,2000,1,0,0,0,0,0,0,0,0,"-","-",205
"iphone battery charger portable magnetic",8,368,368,-11,1.34,1.24,1.49,267,1000,1,0,0,0,0,0,0,0,0,"-","-",205
"usb c charger cable belkin","-",496,230,29,,,,127,464,1,0,0,0,0,0,0,0,0,"-","-",205
"iphone 15 pro power bank","-",35,104,-32,1.46,1.25,1.76,144,3000,1,0,0,0,0,0,0,0,0,"-","-",205
"magsafe battery pack iphone 15","-",111,222,21,,,,233,2000,1,0,0,0,0,0,0,0,0,"-","-",205
"powerbank magnetic","-",116,116,-7,,,,262,1000,1,0,0,0,0,0,0,0,0,"-","-",205
"ultra thin magnetic power bank","-",299,221,45,,,,165,738,1,0,0,0,0,0,0,0,0,"-","-",205
"anker battery pack for iphone","-","-",0,"-",,,,72,978,1,0,0,0,0,0,0,0,0,"-","-",205
"anker fusion power bank",2,1599,379,8,1.4,1.07,1.53,204,237,1,0,0,0,0,0,0,0,0,"-","-",205
"mac book pro charger",233,396,3564,-2,1.84,1.44,2.4,455,9000,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone accessories",116,109,10873,19,0.69,0.5,1.26,1012,100000,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone watch",45,183,7339,6,0.98,0.65,1.23,774,40000,1,0,1,0,0,0,0,0,0,312,"-",206
"anker power bank 20000",6,1033,502,7,1.32,0.94,1.76,200,486,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone watch accessories","-",4,131,-48,,,,238,30000,1,0,0,0,0,0,0,0,0,"-","-",206
"charger macbook pro",14,50,452,"-",1.6,1.02,2.5,281,9000,1,0,0,0,0,0,0,0,0,"-","-",206
"wireless power bank for iphone",56,535,2140,21,1.31,0.83,1.36,571,4000,1,0,0,0,0,0,0,0,0,"-","-",206
"charging station usbc",8,39,392,-7,1.26,0.77,1.53,348,10000,1,0,0,0,0,0,0,0,0,"-","-",206
"magnet charger",50,63,1884,16,1.08,0.78,1.57,777,30000,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone bank charger","-",9,65,-31,0.98,0.7,1.21,135,7000,1,0,0,0,0,0,0,0,0,"-","-",206
"travel stand","-",1,67,-15,,,,101,70000,1,0,0,0,0,0,0,0,0,"-","-",206
"apple watch charge stand","-",12,123,-37,,,,272,10000,1,0,0,0,0,0,0,0,0,"-","-",206
"power bank charger for multiple devices","-",66,329,"-",,,,344,5000,1,0,0,0,0,0,0,0,0,"-","-",206
"portable charger power bank iphone 13",21,242,483,11,1.67,1.31,2.03,285,2000,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone 15 charger fast charging apple certified","-",21,63,-35,,,,140,3000,1,0,0,0,0,0,0,0,0,"-","-",206
"iphone portable charger fast charging wireless","-",21,214,25,1.49,1.14,1.64,171,10000,1,0,0,0,0,0,0,0,0,"-","-",206
"magsafe charger powerbank","-",181,171,-48,,,,262,946,1,0,0,0,0,0,0,0,0,"-","-",206
"amazon power station","-",20,202,-25,,,,283,10000,1,0,0,0,0,0,0,0,0,"-","-",206
"wireless charging bank",12,49,487,-1,1.49,0.95,1.66,322,10000,1,0,0,0,0,0,0,0,0,"-","-",207
"mophie",35,9956,2509,2,0.96,0.69,1.45,441,252,1,0,0,0,0,0,0,0,0,"-","-",207
"apple airpods charging case only",22,92,737,-44,1.17,0.95,1.37,366,8000,1,0,0,0,0,0,0,0,0,"-","-",207
"electronic charging station",7,23,450,"-",1.13,0.86,1.47,366,20000,1,0,0,0,0,0,0,0,0,"-","-",207
"apple wire charger","-",8,339,7,,,,324,40000,1,0,0,0,0,0,0,0,0,"-","-",207
"battery powered charging station","-",19,194,-38,1.53,1.29,1.96,280,10000,1,0,0,0,0,0,0,0,0,"-","-",207
"iphone airpod watch stand","-","-",0,"-",,,,129,1000,1,0,0,0,0,0,0,0,0,"-","-",207
"iphone 12 phone",1,16,939,-2,0.97,0.84,1.35,281,60000,1,0,0,0,0,0,0,0,0,"-","-",207
"anker 622 magnetic battery",28,5709,1884,15,1.17,1.05,1.29,237,330,1,0,0,0,0,0,0,0,0,"-","-",207
"622 magnetic battery anker","-",317,120,-12,1.21,0.84,2.06,45,378,1,0,0,0,0,0,0,0,0,"-","-",207
"anker battery pack charger portable","-",141,141,1,1.63,1.11,2.23,115,1000,1,0,0,0,0,0,0,0,0,"-","-",207
"portable charger power bank with wall plug",11,845,463,-2,1.36,0.87,1.56,312,548,1,0,0,0,0,0,0,0,0,"-","-",207
"multi chargers for all devices",404,888,8878,-2,1.51,1.11,1.87,519,10000,1,0,0,0,0,0,0,0,0,"-","-",207
"apple watch charget","-",30,302,7,,,,335,10000,1,0,0,0,0,0,0,0,0,"-","-",207
"charging bank with cords","-",23,229,-10,,,,286,10000,1,0,0,0,0,0,0,0,0,"-","-",207
"magnetic cord charger for iphone","-",88,175,-1,,,,170,2000,1,0,0,0,0,0,0,0,0,"-","-",207
"anker usb c charger",537,4004,12012,-9,1.62,0.88,2.07,653,3000,1,0,0,0,0,0,0,0,0,"-","-",208
"wireless charging battery bank","-",31,244,18,,,,249,8000,1,0,0,0,0,0,0,0,0,"-","-",208
"macbook dock stand",2,410,361,34,,,,267,880,1,0,0,0,0,0,0,0,0,"-","-",208
"iphone charge bank","-",36,253,34,,,,277,7000,1,0,0,0,0,0,0,0,0,"-","-",208
"magnetic charger usb c",11,51,253,-5,1.24,1.15,1.34,342,5000,1,0,0,0,0,0,0,0,0,"-","-",208
"fast apple watch charger",24,111,553,-2,1.56,1.04,1.69,319,5000,1,0,0,0,0,0,0,0,0,"-","-",208
"3 pack iphone chargers","-",7,277,84,,,,64,40000,1,0,0,0,0,0,0,0,0,"-","-",208
"ear bud adapter for iphone","-",356,237,7,1.46,1.14,1.82,209,665,1,0,0,0,0,0,0,0,0,"-","-",208
"anker power bank with plug","-",676,353,24,1.22,0.94,1.41,252,522,1,0,0,0,0,0,0,0,0,"-","-",208
"portable charger power bank wall plug","-",410,296,-4,,,,278,722,1,0,0,0,0,0,0,0,0,"-","-",208
"apple phone charger charger","-",2,232,60,1.7,1.15,1.87,89,100000,1,0,0,0,0,0,0,0,0,"-","-",208
"apple watch charger",3460,22591,225913,-3,1.64,1.04,1.97,565,10000,1,0,1,0,0,0,0,0,0,126,"-",209
"apple watch charging dock",20,332,664,11,1.16,0.87,1.54,319,2000,1,0,0,0,0,0,0,0,0,"-","-",209
"magnetic iphone charger",387,734,7339,4,1.1,0.74,1.64,644,10000,1,0,0,0,0,0,0,0,0,"-","-",209
"power bank usb c anker","-",171,171,-32,,,,123,1000,1,0,0,0,0,0,0,0,0,"-","-",209
"apple multiple charging station","-",27,159,6,,,,205,6000,1,0,0,0,0,0,0,0,0,"-","-",209
"2 bank battery charger",8,49,489,3,1.45,1.13,1.73,166,10000,1,0,0,0,0,0,0,0,0,"-","-",209
"power bank multiple devices","-",37,258,21,,,,291,7000,1,0,0,0,0,0,0,0,0,"-","-",209
"portable battery station",4,48,481,-1,2.13,1.57,2.97,345,10000,1,0,0,0,0,0,0,0,0,"-","-",209
"apple rapid charger","-",90,269,3,1.46,1.14,1.72,371,3000,1,0,0,0,0,0,0,0,0,"-","-",209
"apple phone and watch dock","-","-",0,"-",,,,181,4000,1,0,0,0,0,0,0,0,0,"-","-",209
"sirpods",11,32,648,-8,1.22,1.09,1.67,115,20000,1,0,0,0,0,0,0,0,0,"-","-",209
"travel macbook pro charger usb c","-","-",0,"-",,,,161,3000,1,0,0,0,0,0,0,0,0,"-","-",209
"super fast charging power bank",8,89,447,9,1.52,1.15,1.84,340,5000,1,0,0,0,0,0,0,0,0,"-","-",209
"apple. watch","-",5,266,2,0.83,0.73,0.95,343,50000,1,0,0,0,0,0,0,0,0,"-","-",209
"portable phone stand for travel",5,38,339,21,0.93,0.7,1.16,349,9000,1,0,0,0,0,0,0,0,0,"-","-",209
"magnetic iphone power bank","-",198,198,-32,,,,236,1000,1,0,0,0,0,0,0,0,0,"-","-",209
"iphone/ apple watch charging dock","-",109,217,-2,1.79,1.3,2.47,202,2000,1,0,0,0,0,0,0,0,0,"-","-",209
"magsafe battery pack usb c","-",292,292,62,,,,213,1000,1,0,0,0,0,0,0,0,0,"-","-",209
"portable magsafe stand","-",33,100,21,,,,119,3000,1,0,0,0,0,0,0,0,0,"-","-",209
"anker power bank for iphone 13",7,798,427,101,,,,219,535,1,0,0,0,0,0,0,0,0,"-","-",209
"40w iphone charger","-",555,321,-2,,,,280,578,1,0,0,0,0,0,0,0,0,"-","-",209
"power bank charger",28,71,1418,-7,1.29,1,1.89,648,20000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple iphone battery charger","-","-",0,"-",,,,160,20000,1,0,0,0,0,0,0,0,0,"-","-",210
"iphone power bank case","-",19,58,-6,,,,184,3000,1,0,0,0,0,0,0,0,0,"-","-",210
"iphone battery charger portable anker","-",105,105,-40,,,,242,1000,1,0,0,0,0,0,0,0,0,"-","-",210
"anker power cable","-",31,124,4,,,,96,4000,1,0,0,0,0,0,0,0,0,"-","-",210
"charger hand","-",6,224,44,,,,115,40000,1,0,0,0,0,0,0,0,0,"-","-",210
"macbook chargers",13,46,459,-2,1.61,1.05,1.99,172,10000,1,0,0,0,0,0,0,0,0,"-","-",210
"anker phone cables","-",30,121,-13,,,,50,4000,1,0,0,0,0,0,0,0,0,"-","-",210
"power magnetic","-","-",0,"-",,,,185,100000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple watch charger series 3",25,184,551,5,1.61,1.09,1.85,286,3000,1,0,0,0,0,0,0,0,0,"-","-",210
"multiple charging station for apple devices","-",79,314,-4,1.76,1.37,2.33,330,4000,1,0,0,0,0,0,0,0,0,"-","-",210
"belkin boost charge",20,4703,1204,15,1.13,0.68,1.57,384,256,1,0,0,0,0,0,0,0,0,"-","-",210
"usb-c charging station",20,59,589,-21,1.72,1.24,2.31,322,10000,1,0,0,0,0,0,0,0,0,"-","-",210
"iphone charging stand for phone and watch","-",4,192,-17,1.21,0.9,2.4,299,50000,1,1,0,0,0,0,0,0,0,"-",83,210
"note 20 ultra charger","-",9,88,16,1.57,1.2,1.97,118,10000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple magsafe battery",3,156,469,4,1.51,1,1.74,291,3000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple watch charger adapter usb c","-",36,108,-27,,,,60,3000,1,0,0,0,0,0,0,0,0,"-","-",210
"anker 737 power bank",73,16115,4480,10,1.67,1.13,1.93,431,278,1,0,0,0,0,0,0,0,0,"-","-",210
"3 pack fast charger iphone","-",11,214,-8,1.47,1.05,1.67,353,20000,1,0,0,0,0,0,0,0,0,"-","-",210
"small portable iphone charger for travel","-",20,196,12,,,,108,10000,1,0,0,0,0,0,0,0,0,"-","-",210
"magnetic battery for iphone","-",12,72,-62,1.17,0.89,1.65,214,6000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple watch ultra charging dock","-",271,271,39,,,,186,1000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple mag-safe charger battery pack","-",32,32,-55,,,,50,1000,1,0,0,0,0,0,0,0,0,"-","-",210
"rapid charger iphone 15","-",91,181,-21,,,,267,2000,1,0,0,0,0,0,0,0,0,"-","-",210
"apple magsafe wireless battery pack",9,156,469,-47,1.37,1.03,1.84,271,3000,1,0,0,0,0,0,0,0,0,"-","-",210
"anker 622 magnetic battery iphone","-",625,257,-8,,,,120,411,1,0,0,0,0,0,0,0,0,"-","-",210
"power bank with cords attached","-",164,82,-48,,,,82,501,1,0,0,0,0,0,0,0,0,"-","-",210
"airpod and phone charging dock","-",11,34,17,,,,165,3000,1,0,0,0,0,0,0,0,0,"-","-",211
"phone stand travel",11,22,434,3,0.9,0.66,1.1,421,20000,1,0,0,0,0,0,0,0,0,"-","-",211
"wall charger power bank",2,65,392,-2,1.45,1.33,1.9,302,6000,1,0,0,0,0,0,0,0,0,"-","-",211
"multiple charger",19,13,662,-4,1.51,1.21,2.1,415,50000,1,0,0,0,0,0,0,0,0,"-","-",211
"apple watch usb c","-",66,265,-8,1.48,1.1,2.08,304,4000,1,0,0,0,0,0,0,0,0,"-","-",211
"usb 3 in 1","-",7,40,29,,,,197,6000,1,0,0,0,0,0,0,0,0,"-","-",211
"airpods wireless charging case",6,63,500,-22,1.49,1.45,1.94,237,8000,1,0,0,0,0,0,0,0,0,"-","-",211
"iphone under 300 dollars","-",3,284,27,1.08,0.83,1.36,141,100000,1,0,0,0,0,0,0,0,0,"-","-",211
"charging portable",16,5,467,8,1.42,0.98,1.83,294,100000,1,0,0,0,0,0,0,0,0,"-","-",211
"apple watch wireless charger stand","-",2,69,31,,,,101,40000,1,0,0,0,0,0,0,0,0,"-","-",211
"wireless iphone charger and watch stand","-",4,162,-25,,,,245,40000,1,1,0,0,0,0,0,0,0,"-",35,211
"apple watch iphone wireless charging stand","-","-",0,"-",,,,202,10000,1,0,0,0,0,0,0,0,0,"-","-",211
"ipods wireless charging case","-",24,195,24,,,,145,8000,1,0,0,0,0,0,0,0,0,"-","-",211
"apple watch plug adapter","-",303,303,-7,,,,290,1000,1,0,0,0,0,0,0,0,0,"-","-",211
"apple airpod max accessories",7,81,487,-22,0.91,0.73,1.13,426,6000,1,0,0,0,0,0,0,0,0,"-","-",211
"boost charge pro","-",536,230,13,1.52,1.2,2.07,194,429,1,0,0,0,0,0,0,0,0,"-","-",211
"i phone 15",22,80,5611,17,0.9,0.74,1.38,575,70000,1,0,0,0,0,0,0,0,0,"-","-",211
"apple certified usb-c cable","-",40,198,9,1.06,0.95,1.21,286,5000,1,0,0,0,0,0,0,0,0,"-","-",211
"anker 20,000",2,1115,310,106,1.17,0.97,1.32,186,278,1,0,0,0,0,0,0,0,0,"-","-",211
"anker 3 usb c","-",22,87,-25,,,,45,4000,1,0,0,0,0,0,0,0,0,"-","-",211
"macbook pro battery",5,157,470,"-",1.45,0.99,1.8,283,3000,1,0,0,0,0,0,0,0,0,"-","-",212
"anker battery",96,1419,4257,"-",1.51,0.93,2.08,498,3000,1,0,0,0,0,0,0,0,0,"-","-",212
"charger stand for multiple devices","-",47,279,19,,,,285,6000,1,0,0,0,0,0,0,0,0,"-","-",212
"anker charger cord iphone","-",132,264,"-",,,,176,2000,1,0,0,0,0,0,0,0,0,"-","-",212
"charge bank iphone",12,47,379,1,1.46,1.26,1.61,288,8000,1,0,0,0,0,0,0,0,0,"-","-",212
"charger magnet","-",3,78,-40,,,,180,30000,1,0,0,0,0,0,0,0,0,"-","-",212
"apple watch airpods stand","-",32,64,-19,,,,136,2000,1,0,0,0,0,0,0,0,0,"-","-",212
"large charging station for multiple devices","-",18,181,-16,,,,349,10000,1,0,0,0,0,0,0,0,0,"-","-",212
"power bank for home","-",43,432,-7,1.68,1.01,2.43,410,10000,1,0,0,0,0,0,0,0,0,"-","-",212
"ankler battery pack","-",88,264,8,,,,286,3000,1,0,0,0,0,0,0,0,0,"-","-",212
"iphone charger plug single","-",275,230,54,,,,133,836,1,0,0,0,0,0,0,0,0,"-","-",212
"best power bank for travel","-",1,68,-17,1.57,1.08,1.74,204,60000,1,0,0,0,0,0,0,0,0,"-","-",212
"multiple charging station for all devices",4,36,359,12,,,,350,10000,1,0,0,0,0,0,0,0,0,"-","-",212
"apple 15 chargers","-",15,296,11,,,,260,20000,1,0,0,0,0,0,0,0,0,"-","-",212
"a portable power station","-",28,281,22,1.98,1.51,2.52,320,10000,1,0,0,0,0,0,0,0,0,"-","-",212
"magnetic power bank for iphone 16","-",180,140,-31,,,,212,776,1,0,0,0,0,0,0,0,0,"-","-",212
"apple charging stand for multiple devices","-",48,240,-10,,,,293,5000,1,0,0,0,0,0,0,0,0,"-","-",213
"power bank apple",2,81,483,-2,1.59,1.01,2.07,314,6000,1,0,0,0,0,0,0,0,0,"-","-",213
"banks power",0,15,591,12,1.45,1.18,1.81,265,40000,1,0,0,0,0,0,0,0,0,"-","-",213
"iphone magnetic charger",738,1393,13931,10,1.12,0.72,1.61,612,10000,1,0,0,0,0,0,0,0,0,"-","-",213
"usb c power bank anker","-",311,250,-16,1.37,0.86,1.74,273,803,1,0,0,0,0,0,0,0,0,"-","-",213
"mobile iphone","-",1,84,-12,0.5,0.31,0.96,141,100000,1,0,0,0,0,0,0,0,0,"-","-",213
"anker usb power bank","-",95,89,-23,,,,87,934,1,0,0,0,0,0,0,0,0,"-","-",213
"mophie portable charger",158,9762,6638,13,1.18,0.85,1.7,408,680,1,0,0,0,0,0,0,0,0,"-","-",213
"morphie","-",832,213,-18,1.19,0.67,1.41,190,256,1,0,0,0,0,0,0,0,0,"-","-",213
"anker phone battery","-",164,164,-17,,,,109,1000,1,0,0,0,0,0,0,0,0,"-","-",213
"magnetic wireless iphone charger","-",19,189,-26,1.32,0.95,1.5,255,10000,1,0,0,0,0,0,0,0,0,"-","-",213
"magnetic charging apple watch","-",30,300,-22,,,,281,10000,1,0,0,0,0,0,0,0,0,"-","-",213
"portable iphone 12 charger",11,51,410,-8,1.63,1.13,1.9,310,8000,1,0,0,0,0,0,0,0,0,"-","-",213
"portable charger iphone 13",151,486,3403,17,1.57,1.09,1.99,585,7000,1,0,0,0,0,0,0,0,0,"-","-",213
"iphone 13 airpods","-",36,182,57,2.27,1.52,2.45,76,5000,1,0,0,0,0,0,0,0,0,"-","-",213
"magnet power bank iphone",17,481,481,-10,1.34,0.88,1.36,297,1000,1,0,0,0,0,0,0,0,0,"-","-",213
"iphone 15 pro charger stand","-",25,98,24,1.33,0.93,1.74,123,4000,1,0,0,0,0,0,0,0,0,"-","-",213
"anker 2 usb c","-",20,79,-18,,,,61,4000,1,0,0,0,0,0,0,0,0,"-","-",213
"iphone 15 power bank charger","-",62,185,-7,1.56,1.38,1.75,228,3000,1,0,0,0,0,0,0,0,0,"-","-",213
"must have for international travel","-",90,270,-7,,,,177,3000,1,0,0,0,0,0,0,0,0,"-","-",213
"portable chargers for iphone 15 pro max","-",10,48,-62,,,,23,5000,1,0,0,0,0,0,0,0,0,"-","-",213
"iphone 16 fast charger 40w","-",198,97,-10,,,,86,491,1,0,0,0,0,0,0,0,0,"-","-",213
"multi phone charger station",28,235,939,-2,1.47,1.15,1.68,507,4000,1,0,0,0,0,0,0,0,0,"-","-",214
"apple watch usb c charger",36,221,664,30,1.7,1.06,1.78,382,3000,1,0,0,0,0,0,0,0,0,"-","-",214
"real iphone","-",2,209,44,,,,221,100000,1,0,0,0,0,0,0,0,0,"-","-",214
"battery bank wireless","-",26,256,23,,,,269,10000,1,0,0,0,0,0,0,0,0,"-","-",214
"wireless charging usb c adapter","-","-",0,"-",,,,157,100000,1,0,0,0,0,0,0,0,0,"-","-",214
"belkin portable charger power bank",10,857,448,1,1.32,0.97,1.79,224,523,1,0,0,0,0,0,0,0,0,"-","-",214
"iphone 14 pro power bank","-",59,117,1,0.81,0.62,1,209,2000,1,0,0,0,0,0,0,0,0,"-","-",214
"apple 15 charger",49,71,1418,2,2.01,1.41,2.26,648,20000,1,0,0,0,0,0,0,0,0,"-","-",214
"watch chargers magnet chargers",20,53,476,14,1.45,1.01,1.73,228,9000,1,0,0,0,0,0,0,0,0,"-","-",214
"battery bank magsafe",5,467,447,14,1.41,1.17,1.65,316,958,1,0,0,0,0,0,0,0,0,"-","-",214
"usb 3 in 1 charging cable","-",140,279,19,,,,296,2000,1,0,0,0,0,0,0,0,0,"-","-",214
"anker car mount magsafe charger","-",607,286,"-",,,,147,471,1,0,0,0,0,0,0,0,0,"-","-",214
"travel power bank usb c","-",24,95,-10,,,,99,4000,1,0,0,0,0,0,0,0,0,"-","-",214
"magnetic power charger for iphone","-",16,163,-32,,,,301,10000,1,0,0,0,0,0,0,0,0,"-","-",214
"power bank for macbook","-",276,276,-5,,,,287,1000,1,0,0,0,0,0,0,0,0,"-","-",215
"iphone charge cable anker","-",511,215,43,,,,48,421,1,0,0,0,0,0,0,0,0,"-","-",215
"portable charger plug into phone","-",323,323,-3,,,,319,1000,1,0,0,0,0,0,0,0,0,"-","-",215
"iphone and watch stand charger","-","-",0,"-",,,,164,40000,1,0,0,0,0,0,0,0,0,"-","-",215
"phone bank charger for iphone",33,125,873,9,1.61,1.16,2.12,380,7000,1,0,0,0,0,0,0,0,0,"-","-",215
"anker iphone fast charging cable","-",24,73,-45,,,,195,3000,1,1,0,0,0,0,0,0,0,"-",51,215
"tiny power bank",2,868,467,7,1.12,0.81,1.31,301,538,1,0,0,0,0,0,0,0,0,"-","-",215
"apple watch fast charger",45,471,2356,2,1.91,1.04,1.98,536,5000,1,0,0,0,0,0,0,0,0,"-","-",215
"anker batter","-",95,189,6,,,,172,2000,1,0,0,0,0,0,0,0,0,"-","-",215
"iphone magnetic chargers","-",29,292,52,1.39,0.98,1.46,174,10000,1,0,0,0,0,0,0,0,0,"-","-",215
"aiprods",3,20,405,13,1.03,0.89,1.32,105,20000,1,0,0,0,0,0,0,0,0,"-","-",215
"apple pro stand","-",1,56,-6,,,,120,40000,1,0,0,0,0,0,0,0,0,"-","-",215
"apple magsafe charger battery pack","-",116,349,20,1.3,1.21,1.39,252,3000,1,0,0,0,0,0,0,0,0,"-","-",215
"iphone 15 magsafe battery pack","-",42,84,-19,,,,110,2000,1,0,0,0,0,0,0,0,0,"-","-",215
"power bank for iphone 15",21,245,736,5,1.6,1.13,1.66,305,3000,1,0,0,0,0,0,0,0,0,"-","-",215
"a iphone 15","-",3,188,6,,,,112,70000,1,0,0,0,0,0,0,0,0,"-","-",215
"iphone magnetic charger apple","-",2,77,-56,,,,147,50000,1,0,0,0,0,0,0,0,0,"-","-",215
"airpods stand","-",106,317,7,,,,255,3000,1,0,0,0,0,0,0,0,0,"-","-",216
"portable phone charger",192,668,20042,6,1.31,0.87,1.82,621,30000,1,0,0,0,0,0,0,0,0,"-","-",216
"apple charging cubes","-",143,143,-14,,,,188,1000,1,0,0,0,0,0,0,0,0,"-","-",216
"magnetic phone charger usb c","-",14,137,34,,,,235,10000,1,0,0,0,0,0,0,0,0,"-","-",216
"bank pouch","-",14,115,-33,,,,123,8000,1,0,0,0,0,0,0,0,0,"-","-",216
"apple products on sale",1,4,439,17,1.09,0.74,1.45,473,100000,1,0,0,0,0,0,0,0,0,"-","-",216
"usb c dock with power","-",22,134,33,,,,136,6000,1,0,0,0,0,0,0,0,0,"-","-",216
"ear buds anker",13,602,459,-3,1.83,1.29,2.22,280,762,1,0,0,0,0,0,0,0,0,"-","-",216
"iphone charging doc","-",65,325,8,,,,305,5000,1,0,0,0,0,1,0,0,0,"-","-",216
"mac book chargers","-",10,98,13,1.8,1.06,1.89,72,10000,1,0,0,0,0,0,0,0,0,"-","-",216
"compact power bank for iphone","-",37,147,1,,,,185,4000,1,0,0,0,0,0,0,0,0,"-","-",216
"anker phone charger battery pack portable","-",212,212,54,,,,106,1000,1,0,0,0,0,0,0,0,0,"-","-",216
"airpods with wireless charging case",3,51,408,-4,1.2,0.95,1.8,280,8000,1,0,0,0,0,0,0,0,0,"-","-",216
"apple watch chargee",14,44,439,-9,1.07,0.93,1.47,333,10000,1,0,0,0,0,0,0,0,0,"-","-",216
"iphone 13 power bank",17,167,500,2,1.55,1.23,1.99,270,3000,1,0,0,0,0,0,0,0,0,"-","-",216
"iphone 15 pro max ear buds","-",141,82,-9,,,,69,580,1,0,0,0,0,0,0,0,0,"-","-",216
"apple chargers for iphone 15","-",12,119,-31,,,,128,10000,1,0,0,0,0,0,0,0,0,"-","-",216
"iphone charger stand",387,418,8350,2,1.15,0.77,2.05,644,20000,1,0,0,0,0,1,0,0,0,"-","-",217
"power bank magsafe",118,5325,5325,20,1.23,0.84,1.57,567,1000,1,0,0,0,0,0,0,0,0,"-","-",217
